exchange,version,trade_date,product,night_start,night_end,reason,source_url
CZCE,commodity-v1,2020-02-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-12,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-12,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-12,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-12,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-14,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-13,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-14,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-13,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-14,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-13,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-14,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-13,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-14,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-14,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-14,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-14,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-18,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-17,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-18,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-17,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-18,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-17,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-18,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-17,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-19,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-18,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-19,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-18,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-19,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-18,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-19,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-18,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-19,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-19,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-19,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-19,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-21,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-20,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-21,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-20,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-21,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-20,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-21,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-20,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-21,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-21,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-21,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-21,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-25,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-24,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-25,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-24,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-25,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-24,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-25,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-24,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-26,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-25,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-26,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-25,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-26,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-25,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-26,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-25,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-26,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-26,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-26,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-26,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-28,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-27,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-28,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-27,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-28,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-27,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-28,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-27,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-02,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-28,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-02,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-28,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-02,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-28,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-02,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-28,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-03,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-02,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-03,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-02,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-03,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-02,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-03,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-02,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-04,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-03,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-04,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-03,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-04,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-03,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-04,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-03,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-05,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-04,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-05,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-04,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-05,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-04,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-05,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-04,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-05,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-05,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-05,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-05,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-09,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-06,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-09,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-06,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-09,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-06,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-09,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-06,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-09,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-09,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-09,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-09,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-11,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-10,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-11,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-10,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-11,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-10,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-11,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-10,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-12,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-11,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-12,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-11,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-12,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-11,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-12,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-11,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-12,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-12,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-12,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-12,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-16,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-13,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-16,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-13,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-16,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-13,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-16,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-13,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-16,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-16,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-16,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-16,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-18,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-17,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-18,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-17,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-18,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-17,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-18,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-17,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-19,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-18,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-19,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-18,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-19,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-18,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-19,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-18,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-19,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-19,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-19,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-19,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-23,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-20,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-23,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-20,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-23,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-20,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-23,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-20,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-23,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-23,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-23,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-23,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-25,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-24,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-25,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-24,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-25,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-24,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-25,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-24,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-26,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-25,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-26,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-25,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-26,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-25,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-26,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-25,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-26,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-26,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-26,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-26,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-30,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-27,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-30,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-27,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-03-30,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-27,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-30,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-27,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-03-31,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-30,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-03-31,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-30,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
